Country,HSCode,Year,Value(Imports),Growth
PHILIPPINES,HSCode_85,2019,114.41,-5.16
POLAND,HSCode_85,2019,70.61,-14.39
PORTUGAL,HSCode_85,2019,9.5,-0.26
PUERTO RICO,HSCode_85,2019,0.09,-25.31
QATAR,HSCode_85,2019,4.28,418.48
REUNION,HSCode_85,2019,0.01,
ROMANIA,HSCode_85,2019,19.7,43.58
RUSSIA,HSCode_85,2019,66.54,-6.74
RWANDA,HSCode_85,2019,0.14,
SAMOA,HSCode_85,2019,2.41,352.7
SAUDI ARAB,HSCode_85,2019,6.34,-41.69
SENEGAL,HSCode_85,2019,0.64,-69.97
SERBIA,HSCode_85,2019,1.94,297.14
SEYCHELLES,HSCode_85,2019,0.09,-88.68
SIERRA LEONE,HSCode_85,2019,1.57,-25.43
SINGAPORE,HSCode_85,2019,2851.97,-8.32
SLOVAK REP,HSCode_85,2019,7.75,-34.8
SLOVENIA,HSCode_85,2019,12.81,-25.15
SOMALIA,HSCode_85,2019,0.89,-30.11
SOUTH AFRICA,HSCode_85,2019,11.09,87.91
SPAIN,HSCode_85,2019,114.1,3.6
SRI LANKA DSR,HSCode_85,2019,30.92,-29.78
ST HELENA,HSCode_85,2019,0.0,-92.93
ST LUCIA,HSCode_85,2019,0.24,41.6
ST VINCENT,HSCode_85,2019,,
SUDAN,HSCode_85,2019,0.07,-61.02
SURINAME,HSCode_85,2019,0.63,81.38
SWAZILAND,HSCode_85,2019,0.31,-41.63
SWEDEN,HSCode_85,2019,133.67,-42.35
SWITZERLAND,HSCode_85,2019,142.1,11.4
SYRIA,HSCode_85,2019,0.02,
TAIWAN,HSCode_85,2019,778.4,-14.85
TANZANIA REP,HSCode_85,2019,1.11,-35.26
THAILAND,HSCode_85,2019,836.71,-7.67
TOGO,HSCode_85,2019,7.19,41.57
TOKELAU IS,HSCode_85,2019,0.0,
TRINIDAD,HSCode_85,2019,1.35,47.23
TUNISIA,HSCode_85,2019,2.66,-45.18
TURKEY,HSCode_85,2019,39.69,2.1
U ARAB EMTS,HSCode_85,2019,218.62,-21.63
U K,HSCode_85,2019,440.08,10.75
U S A,HSCode_85,2019,2219.06,19.76
UGANDA,HSCode_85,2019,0.01,-98.25
UKRAINE,HSCode_85,2019,1.12,-68.76
UNSPECIFIED,HSCode_85,2019,1.26,-45.54
URUGUAY,HSCode_85,2019,0.0,-94.97
US MINOR OUTLYING ISLANDS,HSCode_85,2019,0.11,248.35
UZBEKISTAN,HSCode_85,2019,0.0,-86.98
VATICAN CITY,HSCode_85,2019,0.02,
VENEZUELA,HSCode_85,2019,0.47,557.57
VIETNAM SOC REP,HSCode_85,2019,4010.07,8.98
VIRGIN IS US,HSCode_85,2019,,
YEMEN REPUBLC,HSCode_85,2019,6.99,173.96
ZAMBIA,HSCode_85,2019,0.01,-95.67
AFGHANISTAN,HSCode_85,2018,0.56,NA
ALBANIA,HSCode_85,2018,0.0,NA
ALGERIA,HSCode_85,2018,0.0,NA
ANDORRA,HSCode_85,2018,0.0,NA
ANGOLA,HSCode_85,2018,1.64,NA
ANGUILLA,HSCode_85,2018,0.17,NA
ANTIGUA,HSCode_85,2018,0.12,NA
ARGENTINA,HSCode_85,2018,0.36,NA
ARMENIA,HSCode_85,2018,0.0,NA
ARUBA,HSCode_85,2018,0.33,NA
AUSTRALIA,HSCode_85,2018,34.94,NA
AUSTRIA,HSCode_85,2018,88.69,NA
AZERBAIJAN,HSCode_85,2018,0.0,NA
BAHAMAS,HSCode_85,2018,1.09,NA
BAHARAIN IS,HSCode_85,2018,2.26,NA
BANGLADESH PR,HSCode_85,2018,7.28,NA
BARBADOS,HSCode_85,2018,0.69,NA
BELARUS,HSCode_85,2018,1.87,NA
BELGIUM,HSCode_85,2018,133.52,NA
BELIZE,HSCode_85,2018,0.04,NA
BENIN,HSCode_85,2018,3.85,NA
BERMUDA,HSCode_85,2018,0.01,NA
BHUTAN,HSCode_85,2018,0.2,NA
BOLIVIA,HSCode_85,2018,0.05,NA
BOSNIA-HRZGOVIN,HSCode_85,2018,0.04,NA
BOTSWANA,HSCode_85,2018,0.0,NA
BR VIRGN IS,HSCode_85,2018,3.46,NA
BRAZIL,HSCode_85,2018,18.31,NA
BRUNEI,HSCode_85,2018,0.0,NA
BULGARIA,HSCode_85,2018,20.1,NA
BURUNDI,HSCode_85,2018,,NA
CAMBODIA,HSCode_85,2018,1.13,NA
CAMEROON,HSCode_85,2018,0.07,NA
CANADA,HSCode_85,2018,98.81,NA
CAPE VERDE IS,HSCode_85,2018,0.3,NA
CHAD,HSCode_85,2018,,NA
CHILE,HSCode_85,2018,0.47,NA
CHINA P RP,HSCode_85,2018,20627.59,NA
COCOS IS,HSCode_85,2018,0.0,NA
COLOMBIA,HSCode_85,2018,0.13,NA
COMOROS,HSCode_85,2018,0.34,NA
CONGO D. REP.,HSCode_85,2018,2.74,NA
CONGO P REP,HSCode_85,2018,1.27,NA
COSTA RICA,HSCode_85,2018,0.48,NA
COTE D' IVOIRE,HSCode_85,2018,7.41,NA
CROATIA,HSCode_85,2018,1.43,NA
CUBA,HSCode_85,2018,0.1,NA
CYPRUS,HSCode_85,2018,0.1,NA
CZECH REPUBLIC,HSCode_85,2018,26.32,NA
DENMARK,HSCode_85,2018,45.3,NA
DJIBOUTI,HSCode_85,2018,1.63,NA
DOMINIC REP,HSCode_85,2018,0.49,NA
DOMINICA,HSCode_85,2018,0.05,NA
ECUADOR,HSCode_85,2018,0.02,NA
EGYPT A RP,HSCode_85,2018,0.81,NA
EL SALVADOR,HSCode_85,2018,0.0,NA
EQUTL GUINEA,HSCode_85,2018,0.32,NA
ESTONIA,HSCode_85,2018,9.86,NA
ETHIOPIA,HSCode_85,2018,0.04,NA
FALKLAND IS,HSCode_85,2018,,NA
FAROE IS.,HSCode_85,2018,0.03,NA
FIJI IS,HSCode_85,2018,,NA
FINLAND,HSCode_85,2018,511.97,NA
FR POLYNESIA,HSCode_85,2018,0.0,NA
FRANCE,HSCode_85,2018,671.14,NA
GABON,HSCode_85,2018,0.02,NA
GAMBIA,HSCode_85,2018,2.51,NA
GEORGIA,HSCode_85,2018,1.82,NA
GERMANY,HSCode_85,2018,1741.68,NA
GHANA,HSCode_85,2018,13.44,NA
GREECE,HSCode_85,2018,4.93,NA
GRENADA,HSCode_85,2018,0.18,NA
GUADELOUPE,HSCode_85,2018,0.0,NA
GUINEA,HSCode_85,2018,4.75,NA
GUINEA BISSAU,HSCode_85,2018,0.14,NA
GUYANA,HSCode_85,2018,0.32,NA
HAITI,HSCode_85,2018,7.1,NA
HONDURAS,HSCode_85,2018,0.99,NA
HONG KONG,HSCode_85,2018,8657.65,NA
HUNGARY,HSCode_85,2018,64.8,NA
ICELAND,HSCode_85,2018,0.06,NA
INDONESIA,HSCode_85,2018,253.91,NA
IRAN,HSCode_85,2018,0.53,NA
IRAQ,HSCode_85,2018,0.0,NA
IRELAND,HSCode_85,2018,50.58,NA
ISRAEL,HSCode_85,2018,297.46,NA
ITALY,HSCode_85,2018,281.79,NA
JAMAICA,HSCode_85,2018,1.32,NA
JAPAN,HSCode_85,2018,1408.11,NA
JORDAN,HSCode_85,2018,0.08,NA
KAZAKHSTAN,HSCode_85,2018,0.08,NA
KENYA,HSCode_85,2018,0.33,NA
KOREA DP RP,HSCode_85,2018,0.04,NA
KOREA RP,HSCode_85,2018,2854.06,NA
KUWAIT,HSCode_85,2018,18.82,NA
KYRGHYZSTAN,HSCode_85,2018,0.05,NA
LAO PD RP,HSCode_85,2018,0.17,NA
LATVIA,HSCode_85,2018,6.06,NA
LEBANON,HSCode_85,2018,0.21,NA
LIBERIA,HSCode_85,2018,1.58,NA
LIBYA,HSCode_85,2018,8.89,NA
LIECHTENSTEIN,HSCode_85,2018,0.1,NA
LITHUANIA,HSCode_85,2018,2.45,NA
LUXEMBOURG,HSCode_85,2018,5.25,NA
MACAO,HSCode_85,2018,2.26,NA
MACEDONIA,HSCode_85,2018,0.49,NA
MADAGASCAR,HSCode_85,2018,3.26,NA
MALAWI,HSCode_85,2018,0.28,NA
MALAYSIA,HSCode_85,2018,986.25,NA
MALDIVES,HSCode_85,2018,0.58,NA
MALI,HSCode_85,2018,0.0,NA
MALTA,HSCode_85,2018,1.4,NA
MAURITANIA,HSCode_85,2018,3.82,NA
MAURITIUS,HSCode_85,2018,30.37,NA
MEXICO,HSCode_85,2018,652.45,NA
MOLDOVA,HSCode_85,2018,0.0,NA
MONACO,HSCode_85,2018,0.07,NA
MONGOLIA,HSCode_85,2018,0.0,NA
MONTENEGRO,HSCode_85,2018,,NA
MOROCCO,HSCode_85,2018,0.83,NA
MOZAMBIQUE,HSCode_85,2018,1.87,NA
MYANMAR,HSCode_85,2018,0.42,NA
NAMIBIA,HSCode_85,2018,2.38,NA
NEPAL,HSCode_85,2018,1.18,NA
NETHERLAND,HSCode_85,2018,244.17,NA
NETHERLANDANTIL,HSCode_85,2018,0.89,NA
NEW ZEALAND,HSCode_85,2018,5.26,NA
NICARAGUA,HSCode_85,2018,,NA
NIGER,HSCode_85,2018,0.0,NA
NIGERIA,HSCode_85,2018,3.36,NA
NORWAY,HSCode_85,2018,15.3,NA
OMAN,HSCode_85,2018,1.42,NA
PAKISTAN IR,HSCode_85,2018,0.13,NA
PANAMA REPUBLIC,HSCode_85,2018,0.06,NA
PAPUA N GNA,HSCode_85,2018,0.5,NA
PARAGUAY,HSCode_85,2018,0.02,NA
PERU,HSCode_85,2018,0.02,NA
PHILIPPINES,HSCode_85,2018,120.63,NA
POLAND,HSCode_85,2018,82.48,NA
PORTUGAL,HSCode_85,2018,9.53,NA
PUERTO RICO,HSCode_85,2018,0.12,NA
QATAR,HSCode_85,2018,0.83,NA
REUNION,HSCode_85,2018,,NA
ROMANIA,HSCode_85,2018,13.72,NA
RUSSIA,HSCode_85,2018,71.35,NA
RWANDA,HSCode_85,2018,,NA
SAMOA,HSCode_85,2018,0.53,NA
SAUDI ARAB,HSCode_85,2018,10.87,NA
SENEGAL,HSCode_85,2018,2.14,NA
SERBIA,HSCode_85,2018,0.49,NA
SEYCHELLES,HSCode_85,2018,0.8,NA
SIERRA LEONE,HSCode_85,2018,2.1,NA
SINGAPORE,HSCode_85,2018,3110.83,NA
SLOVAK REP,HSCode_85,2018,11.88,NA
SLOVENIA,HSCode_85,2018,17.12,NA
SOMALIA,HSCode_85,2018,1.28,NA
SOUTH AFRICA,HSCode_85,2018,5.9,NA
SPAIN,HSCode_85,2018,110.14,NA
SRI LANKA DSR,HSCode_85,2018,44.04,NA
ST HELENA,HSCode_85,2018,0.06,NA
ST LUCIA,HSCode_85,2018,0.17,NA
ST VINCENT,HSCode_85,2018,0.02,NA
SUDAN,HSCode_85,2018,0.18,NA
SURINAME,HSCode_85,2018,0.35,NA
SWAZILAND,HSCode_85,2018,0.54,NA
SWEDEN,HSCode_85,2018,231.86,NA
SWITZERLAND,HSCode_85,2018,127.56,NA
SYRIA,HSCode_85,2018,,NA
TAIWAN,HSCode_85,2018,914.14,NA
TANZANIA REP,HSCode_85,2018,1.71,NA
THAILAND,HSCode_85,2018,906.23,NA
TOGO,HSCode_85,2018,5.08,NA
TOKELAU IS,HSCode_85,2018,,NA
TRINIDAD,HSCode_85,2018,0.91,NA
TUNISIA,HSCode_85,2018,4.85,NA
TURKEY,HSCode_85,2018,38.87,NA
U ARAB EMTS,HSCode_85,2018,278.95,NA
U K,HSCode_85,2018,397.38,NA
U S A,HSCode_85,2018,1852.95,NA
UGANDA,HSCode_85,2018,0.64,NA
UKRAINE,HSCode_85,2018,3.59,NA
UNSPECIFIED,HSCode_85,2018,2.31,NA
URUGUAY,HSCode_85,2018,0.01,NA
US MINOR OUTLYING ISLANDS,HSCode_85,2018,0.03,NA
UZBEKISTAN,HSCode_85,2018,0.01,NA
VATICAN CITY,HSCode_85,2018,,NA
VENEZUELA,HSCode_85,2018,0.07,NA
VIETNAM SOC REP,HSCode_85,2018,3679.54,NA
VIRGIN IS US,HSCode_85,2018,0.14,NA
YEMEN REPUBLC,HSCode_85,2018,2.55,NA
ZAMBIA,HSCode_85,2018,0.18,NA
AFGHANISTAN,HSCode_85,2020,0.38,18828.67
ALGERIA,HSCode_85,2020,0.02,
AMERI SAMOA,HSCode_85,2020,0.01,
ANDORRA,HSCode_85,2020,0.01,
ANGOLA,HSCode_85,2020,1.3,-39.6
ANGUILLA,HSCode_85,2020,0.11,15.8
ANTARTICA,HSCode_85,2020,0.04,
ANTIGUA,HSCode_85,2020,0.11,-36.48
ARGENTINA,HSCode_85,2020,0.2,-12.12
ARMENIA,HSCode_85,2020,0.0,
ARUBA,HSCode_85,2020,0.42,42.25
AUSTRALIA,HSCode_85,2020,26.77,-8.34
AUSTRIA,HSCode_85,2020,77.07,2.22
AZERBAIJAN,HSCode_85,2020,0.04,483.39
BAHAMAS,HSCode_85,2020,0.97,-12.18
BAHARAIN IS,HSCode_85,2020,2.12,-29.17
BANGLADESH PR,HSCode_85,2020,4.96,-22.26
BARBADOS,HSCode_85,2020,0.51,-20.9
BELARUS,HSCode_85,2020,1.73,108.7
BELGIUM,HSCode_85,2020,138.57,1.4
BELIZE,HSCode_85,2020,0.0,
BENIN,HSCode_85,2020,0.47,-84.87
BHUTAN,HSCode_85,2020,1.02,-44.45
BOLIVIA,HSCode_85,2020,0.01,
BOSNIA-HRZGOVIN,HSCode_85,2020,0.08,1674.37
BOTSWANA,HSCode_85,2020,0.0,5410.82
BR VIRGN IS,HSCode_85,2020,0.93,-72.01
BRAZIL,HSCode_85,2020,24.14,43.29
BRUNEI,HSCode_85,2020,0.0,-97.7
BULGARIA,HSCode_85,2020,17.27,16.99
BURUNDI,HSCode_85,2020,0.0,274.29
C AFRI REP,HSCode_85,2020,0.04,
CAMBODIA,HSCode_85,2020,7.87,10.85
CAMEROON,HSCode_85,2020,0.05,-70.42
CANADA,HSCode_85,2020,48.14,-35.27
CAPE VERDE IS,HSCode_85,2020,0.12,-49.74
CHAD,HSCode_85,2020,0.25,12189.81
CHILE,HSCode_85,2020,0.8,-86.0
CHINA P RP,HSCode_85,2020,20328.55,6.41
COLOMBIA,HSCode_85,2020,0.18,-86.54
COMOROS,HSCode_85,2020,0.12,-63.2
CONGO D. REP.,HSCode_85,2020,2.24,8.51
CONGO P REP,HSCode_85,2020,0.76,-34.35
COSTA RICA,HSCode_85,2020,2.11,292.04
COTE D' IVOIRE,HSCode_85,2020,5.19,-43.5
CROATIA,HSCode_85,2020,7.54,471.02
CUBA,HSCode_85,2020,0.03,-91.97
CYPRUS,HSCode_85,2020,0.27,219.8
CZECH REPUBLIC,HSCode_85,2020,40.35,53.67
DENMARK,HSCode_85,2020,44.51,-46.13
DJIBOUTI,HSCode_85,2020,3.04,108.0
DOMINIC REP,HSCode_85,2020,0.25,-58.43
DOMINICA,HSCode_85,2020,0.14,146.87
ECUADOR,HSCode_85,2020,0.01,-17.21
EGYPT A RP,HSCode_85,2020,1.43,-57.15
EL SALVADOR,HSCode_85,2020,0.0,
EQUTL GUINEA,HSCode_85,2020,0.53,-31.9
ESTONIA,HSCode_85,2020,7.99,-7.54
ETHIOPIA,HSCode_85,2020,0.05,20.55
FALKLAND IS,HSCode_85,2020,,
FIJI IS,HSCode_85,2020,,
FINLAND,HSCode_85,2020,211.28,51.42
FR GUIANA,HSCode_85,2020,0.19,
FR POLYNESIA,HSCode_85,2020,,
FRANCE,HSCode_85,2020,590.3,-16.71
GABON,HSCode_85,2020,,
GAMBIA,HSCode_85,2020,1.34,-38.88
GEORGIA,HSCode_85,2020,0.12,-9.06
GERMANY,HSCode_85,2020,1229.74,-19.35
GHANA,HSCode_85,2020,0.66,-88.05
GREECE,HSCode_85,2020,2.08,-64.5
GRENADA,HSCode_85,2020,0.04,-82.73
GUINEA,HSCode_85,2020,2.39,-43.57
GUINEA BISSAU,HSCode_85,2020,0.25,30.07
GUYANA,HSCode_85,2020,0.07,-86.93
HAITI,HSCode_85,2020,12.01,21.17
HONDURAS,HSCode_85,2020,0.2,-69.05
HONG KONG,HSCode_85,2020,7499.27,-13.83
HUNGARY,HSCode_85,2020,31.75,-9.18
ICELAND,HSCode_85,2020,0.07,-16.18
INDONESIA,HSCode_85,2020,142.93,-2.31
IRAN,HSCode_85,2020,0.01,-94.88
IRAQ,HSCode_85,2020,0.01,-0.32
IRELAND,HSCode_85,2020,54.48,-2.16
ISRAEL,HSCode_85,2020,643.67,96.42
ITALY,HSCode_85,2020,230.03,0.44
JAMAICA,HSCode_85,2020,0.85,-37.99
JAPAN,HSCode_85,2020,1047.23,-22.86
JORDAN,HSCode_85,2020,0.89,576.98
KAZAKHSTAN,HSCode_85,2020,0.02,107.62
KENYA,HSCode_85,2020,0.03,-94.55
KOREA DP RP,HSCode_85,2020,0.35,31.31
KOREA RP,HSCode_85,2020,2393.96,-14.96
KUWAIT,HSCode_85,2020,13.01,-32.91
KYRGHYZSTAN,HSCode_85,2020,,
LAO PD RP,HSCode_85,2020,0.04,-94.98
LATVIA,HSCode_85,2020,7.58,19.01
LEBANON,HSCode_85,2020,0.02,-84.95
LIBERIA,HSCode_85,2020,0.66,-33.63
LIBYA,HSCode_85,2020,5.71,0.39
LIECHTENSTEIN,HSCode_85,2020,0.08,-40.36
LITHUANIA,HSCode_85,2020,4.3,110.9
LUXEMBOURG,HSCode_85,2020,2.65,79.05
MACAO,HSCode_85,2020,14.7,6561.92
MACEDONIA,HSCode_85,2020,0.07,-45.21
MADAGASCAR,HSCode_85,2020,3.06,-21.67
MALAWI,HSCode_85,2020,0.0,-75.15
MALAYSIA,HSCode_85,2020,763.58,-3.6
MALDIVES,HSCode_85,2020,0.28,0.15
MALTA,HSCode_85,2020,0.71,44.64
MARSHALL ISLAND,HSCode_85,2020,0.03,
MAURITANIA,HSCode_85,2020,2.24,-27.94
MAURITIUS,HSCode_85,2020,3.0,49.04
MEXICO,HSCode_85,2020,257.05,8.08
MOLDOVA,HSCode_85,2020,,
MONACO,HSCode_85,2020,0.0,
MONGOLIA,HSCode_85,2020,,
MONTENEGRO,HSCode_85,2020,,
MOROCCO,HSCode_85,2020,2.49,105.96
MOZAMBIQUE,HSCode_85,2020,1.14,-19.92
MYANMAR,HSCode_85,2020,6.03,312.51
NAMIBIA,HSCode_85,2020,2.07,-19.84
NEPAL,HSCode_85,2020,0.51,-51.42
NETHERLAND,HSCode_85,2020,201.64,3.14
NETHERLANDANTIL,HSCode_85,2020,0.64,-18.73
NEW CALEDONIA,HSCode_85,2020,0.01,
NEW ZEALAND,HSCode_85,2020,2.9,-51.18
NICARAGUA,HSCode_85,2020,,
NIGER,HSCode_85,2020,0.0,
NIGERIA,HSCode_85,2020,2.46,-65.39
NORWAY,HSCode_85,2020,13.08,-22.54
OMAN,HSCode_85,2020,1.16,-66.56
PAKISTAN IR,HSCode_85,2020,0.02,107.83
PANAMA REPUBLIC,HSCode_85,2020,0.16,254.44
PAPUA N GNA,HSCode_85,2020,0.32,-51.81
PARAGUAY,HSCode_85,2020,0.0,-28.67
PERU,HSCode_85,2020,0.02,-49.48
PHILIPPINES,HSCode_85,2020,104.77,-8.42
POLAND,HSCode_85,2020,84.52,19.69
PORTUGAL,HSCode_85,2020,10.2,7.38
PUERTO RICO,HSCode_85,2020,0.08,-11.64
QATAR,HSCode_85,2020,1.91,-55.35
REUNION,HSCode_85,2020,0.0,-97.9
ROMANIA,HSCode_85,2020,21.32,8.21
RUSSIA,HSCode_85,2020,39.61,-40.48
RWANDA,HSCode_85,2020,0.06,-54.95
SAMOA,HSCode_85,2020,0.24,-90.08
SAO TOME,HSCode_85,2020,0.0,
SAUDI ARAB,HSCode_85,2020,1.34,-78.9
SENEGAL,HSCode_85,2020,0.06,-90.93
SERBIA,HSCode_85,2020,2.1,8.04
SEYCHELLES,HSCode_85,2020,0.43,368.76
SIERRA LEONE,HSCode_85,2020,1.18,-24.5
SINGAPORE,HSCode_85,2020,2568.62,-9.94
SLOVAK REP,HSCode_85,2020,4.65,-39.99
SLOVENIA,HSCode_85,2020,10.67,-16.72
SOMALIA,HSCode_85,2020,1.71,90.57
SOUTH AFRICA,HSCode_85,2020,6.37,-42.54
SOUTH SUDAN,HSCode_85,2020,0.0,
SPAIN,HSCode_85,2020,73.35,-35.71
SRI LANKA DSR,HSCode_85,2020,24.64,-20.31
ST HELENA,HSCode_85,2020,,
ST LUCIA,HSCode_85,2020,,
SUDAN,HSCode_85,2020,,
SURINAME,HSCode_85,2020,0.04,-93.42
SWAZILAND,HSCode_85,2020,0.14,-55.07
SWEDEN,HSCode_85,2020,102.04,-23.66
SWITZERLAND,HSCode_85,2020,135.93,-4.34
SYRIA,HSCode_85,2020,,
TAIWAN,HSCode_85,2020,1158.12,48.78
TANZANIA REP,HSCode_85,2020,0.47,-57.68
THAILAND,HSCode_85,2020,632.4,-24.42
