Country,HSCode,Year,Value(Imports),Growth
ROMANIA,HSCode_31,2018,0.02,NA
RUSSIA,HSCode_31,2018,,NA
RWANDA,HSCode_31,2018,0.01,NA
SAUDI ARAB,HSCode_31,2018,0.64,NA
SENEGAL,HSCode_31,2018,0.01,NA
SERBIA,HSCode_31,2018,0.46,NA
SEYCHELLES,HSCode_31,2018,0.0,NA
SIERRA LEONE,HSCode_31,2018,,NA
SINGAPORE,HSCode_31,2018,0.22,NA
SOMALIA,HSCode_31,2018,0.0,NA
SOUTH AFRICA,HSCode_31,2018,0.15,NA
SPAIN,HSCode_31,2018,0.37,NA
SRI LANKA DSR,HSCode_31,2018,3.56,NA
SUDAN,HSCode_31,2018,,NA
SURINAME,HSCode_31,2018,0.0,NA
SWITZERLAND,HSCode_31,2018,0.09,NA
SYRIA,HSCode_31,2018,0.0,NA
TAIWAN,HSCode_31,2018,0.23,NA
TANZANIA REP,HSCode_31,2018,0.39,NA
THAILAND,HSCode_31,2018,0.64,NA
TOGO,HSCode_31,2018,,NA
TRINIDAD,HSCode_31,2018,0.01,NA
TUNISIA,HSCode_31,2018,0.36,NA
TURKEY,HSCode_31,2018,0.35,NA
U ARAB EMTS,HSCode_31,2018,2.3,NA
U K,HSCode_31,2018,0.17,NA
U S A,HSCode_31,2018,4.01,NA
UGANDA,HSCode_31,2018,0.02,NA
UKRAINE,HSCode_31,2018,0.02,NA
UZBEKISTAN,HSCode_31,2018,0.0,NA
VIETNAM SOC REP,HSCode_31,2018,3.74,NA
YEMEN REPUBLC,HSCode_31,2018,0.01,NA
ZAMBIA,HSCode_31,2018,0.65,NA
ZIMBABWE,HSCode_31,2018,0.04,NA
AFGHANISTAN,HSCode_31,2020,5.32,-64.84
ALBANIA,HSCode_31,2020,0.02,-24.86
ANGOLA,HSCode_31,2020,0.0,-89.62
ARGENTINA,HSCode_31,2020,0.0,-94.6
AUSTRALIA,HSCode_31,2020,0.95,92.49
AUSTRIA,HSCode_31,2020,,
BAHARAIN IS,HSCode_31,2020,0.0,
BANGLADESH PR,HSCode_31,2020,1.4,93.5
BELARUS,HSCode_31,2020,0.0,
BELGIUM,HSCode_31,2020,0.0,
BENIN,HSCode_31,2020,0.1,421491.52
BHUTAN,HSCode_31,2020,0.0,-78.99
BRAZIL,HSCode_31,2020,0.0,-97.75
BRUNEI,HSCode_31,2020,0.0,-95.68
BURUNDI,HSCode_31,2020,,
CAMBODIA,HSCode_31,2020,0.15,430.08
CAMEROON,HSCode_31,2020,0.11,
CANADA,HSCode_31,2020,0.51,53.88
CHAD,HSCode_31,2020,0.0,
CHILE,HSCode_31,2020,0.03,-40.41
CHINA P RP,HSCode_31,2020,2.3,-14.19
COLOMBIA,HSCode_31,2020,0.02,-36.76
CONGO D. REP.,HSCode_31,2020,0.01,271.85
COSTA RICA,HSCode_31,2020,,
COTE D' IVOIRE,HSCode_31,2020,0.07,2.82
CROATIA,HSCode_31,2020,0.2,-80.31
CYPRUS,HSCode_31,2020,0.01,312.14
CZECH REPUBLIC,HSCode_31,2020,0.0,-84.99
DJIBOUTI,HSCode_31,2020,,
DOMINIC REP,HSCode_31,2020,0.0,-99.79
ECUADOR,HSCode_31,2020,0.0,-87.12
EGYPT A RP,HSCode_31,2020,0.12,-87.65
ERITREA,HSCode_31,2020,,
ETHIOPIA,HSCode_31,2020,1.16,-17.58
FIJI IS,HSCode_31,2020,0.0,-99.99
FRANCE,HSCode_31,2020,0.0,6051.55
GABON,HSCode_31,2020,0.0,
GAMBIA,HSCode_31,2020,0.01,7076.29
GERMANY,HSCode_31,2020,0.4,-21.04
GHANA,HSCode_31,2020,1.53,208.16
GREECE,HSCode_31,2020,0.02,190.36
GUATEMALA,HSCode_31,2020,0.06,-52.59
GUINEA,HSCode_31,2020,,
GUYANA,HSCode_31,2020,0.0,-37.43
HONDURAS,HSCode_31,2020,0.0,-75.09
INDONESIA,HSCode_31,2020,1.08,8.35
IRAN,HSCode_31,2020,0.27,-85.14
IRAQ,HSCode_31,2020,0.17,8442.88
IRELAND,HSCode_31,2020,,
ISRAEL,HSCode_31,2020,0.6,565.2
ITALY,HSCode_31,2020,0.27,-5.98
JAMAICA,HSCode_31,2020,,
JAPAN,HSCode_31,2020,0.17,27.39
JORDAN,HSCode_31,2020,0.11,-61.06
KAZAKHSTAN,HSCode_31,2020,0.02,
KENYA,HSCode_31,2020,2.28,40.49
KOREA DP RP,HSCode_31,2020,,
KOREA RP,HSCode_31,2020,0.24,62.31
KUWAIT,HSCode_31,2020,0.0,-99.52
LAO PD RP,HSCode_31,2020,,
LEBANON,HSCode_31,2020,0.01,-82.72
LIBERIA,HSCode_31,2020,0.03,55.98
LIBYA,HSCode_31,2020,,
LITHUANIA,HSCode_31,2020,0.06,329.84
MACEDONIA,HSCode_31,2020,0.04,
MADAGASCAR,HSCode_31,2020,0.16,-2.04
MALAWI,HSCode_31,2020,0.09,-32.82
MALAYSIA,HSCode_31,2020,2.61,-69.76
MALDIVES,HSCode_31,2020,0.51,29.16
MALI,HSCode_31,2020,,
MALTA,HSCode_31,2020,0.0,
MAURITIUS,HSCode_31,2020,0.02,-25.09
MEXICO,HSCode_31,2020,0.06,-62.07
MONGOLIA,HSCode_31,2020,,
MOROCCO,HSCode_31,2020,0.75,-23.64
MOZAMBIQUE,HSCode_31,2020,16.51,167.93
MYANMAR,HSCode_31,2020,1.01,8129.95
NEPAL,HSCode_31,2020,30.8,-20.83
NETHERLAND,HSCode_31,2020,2.94,-5.61
NEW ZEALAND,HSCode_31,2020,0.08,-79.56
NIGER,HSCode_31,2020,2.6,
NIGERIA,HSCode_31,2020,0.14,-30.93
NORWAY,HSCode_31,2020,0.0,
OMAN,HSCode_31,2020,0.39,-73.42
PAKISTAN IR,HSCode_31,2020,0.01,-98.91
PANAMA REPUBLIC,HSCode_31,2020,0.01,26377.66
PARAGUAY,HSCode_31,2020,,
PERU,HSCode_31,2020,0.24,-73.03
PHILIPPINES,HSCode_31,2020,0.35,11.43
POLAND,HSCode_31,2020,0.0,
QATAR,HSCode_31,2020,0.07,17.09
ROMANIA,HSCode_31,2020,0.0,
RUSSIA,HSCode_31,2020,,
RWANDA,HSCode_31,2020,0.0,-99.99
SAUDI ARAB,HSCode_31,2020,0.24,-35.18
SENEGAL,HSCode_31,2020,0.0,-99.99
SERBIA,HSCode_31,2020,0.32,45.59
SEYCHELLES,HSCode_31,2020,,
SIERRA LEONE,HSCode_31,2020,0.16,13781.03
SINGAPORE,HSCode_31,2020,0.04,-79.24
SOMALIA,HSCode_31,2020,,
SOUTH AFRICA,HSCode_31,2020,0.07,-45.26
SPAIN,HSCode_31,2020,0.09,-32.42
SRI LANKA DSR,HSCode_31,2020,5.26,11.94
SUDAN,HSCode_31,2020,0.01,-97.07
SURINAME,HSCode_31,2020,0.0,497.25
SWAZILAND,HSCode_31,2020,0.0,
SWITZERLAND,HSCode_31,2020,0.03,-17.43
SYRIA,HSCode_31,2020,0.0,
TAIWAN,HSCode_31,2020,0.22,41.21
TANZANIA REP,HSCode_31,2020,0.09,-97.67
THAILAND,HSCode_31,2020,0.81,137.55
TOGO,HSCode_31,2020,0.0,-19.53
TRINIDAD,HSCode_31,2020,0.02,4341.8
TUNISIA,HSCode_31,2020,0.01,-96.68
TURKEY,HSCode_31,2020,0.2,501.82
U ARAB EMTS,HSCode_31,2020,11.4,302.84
U K,HSCode_31,2020,0.16,50.71
U S A,HSCode_31,2020,5.33,42.25
UGANDA,HSCode_31,2020,0.14,425.25
UKRAINE,HSCode_31,2020,0.06,55.03
UZBEKISTAN,HSCode_31,2020,0.0,-27.35
VIETNAM SOC REP,HSCode_31,2020,0.57,-76.54
YEMEN REPUBLC,HSCode_31,2020,0.21,658466.38
ZAMBIA,HSCode_31,2020,0.22,-79.07
ZIMBABWE,HSCode_31,2020,0.09,54107.77
AFGHANISTAN,HSCode_31,2021,0.0,-99.98
ALBANIA,HSCode_31,2021,0.01,-41.87
ANGOLA,HSCode_31,2021,0.0,-99.61
ARGENTINA,HSCode_31,2021,0.01,2426.12
AUSTRALIA,HSCode_31,2021,0.7,-26.27
BAHARAIN IS,HSCode_31,2021,0.01,705.88
BANGLADESH PR,HSCode_31,2021,1.88,34.1
BARBADOS,HSCode_31,2021,0.0,
BELARUS,HSCode_31,2021,,
BELGIUM,HSCode_31,2021,0.01,150.67
BENIN,HSCode_31,2021,0.03,-65.0
BHUTAN,HSCode_31,2021,0.23,15570.82
BOLIVIA,HSCode_31,2021,0.0,
BRAZIL,HSCode_31,2021,0.02,4277.76
BRUNEI,HSCode_31,2021,0.0,111.14
BULGARIA,HSCode_31,2021,0.01,
BURUNDI,HSCode_31,2021,0.01,
CAMBODIA,HSCode_31,2021,0.3,93.32
CAMEROON,HSCode_31,2021,0.0,-99.98
CANADA,HSCode_31,2021,0.68,34.64
CHAD,HSCode_31,2021,,
CHILE,HSCode_31,2021,0.16,440.56
CHINA P RP,HSCode_31,2021,3.08,34.19
COLOMBIA,HSCode_31,2021,0.0,-88.35
CONGO D. REP.,HSCode_31,2021,0.0,-62.93
CONGO P REP,HSCode_31,2021,0.01,
COTE D' IVOIRE,HSCode_31,2021,0.08,16.52
CROATIA,HSCode_31,2021,0.0,-97.57
CYPRUS,HSCode_31,2021,0.01,5.72
CZECH REPUBLIC,HSCode_31,2021,0.05,4937.01
DENMARK,HSCode_31,2021,0.0,
DJIBOUTI,HSCode_31,2021,0.79,
DOMINIC REP,HSCode_31,2021,,
ECUADOR,HSCode_31,2021,0.02,746.52
EGYPT A RP,HSCode_31,2021,0.07,-42.86
EQUTL GUINEA,HSCode_31,2021,0.0,
ERITREA,HSCode_31,2021,0.0,
ETHIOPIA,HSCode_31,2021,1.16,-0.12
FIJI IS,HSCode_31,2021,,
FINLAND,HSCode_31,2021,0.0,
FRANCE,HSCode_31,2021,0.0,-99.25
GABON,HSCode_31,2021,0.0,1623.03
GAMBIA,HSCode_31,2021,0.01,23.06
GERMANY,HSCode_31,2021,0.28,-29.86
GHANA,HSCode_31,2021,0.43,-71.6
GREECE,HSCode_31,2021,0.02,13.36
GUATEMALA,HSCode_31,2021,0.04,-24.21
GUINEA,HSCode_31,2021,0.0,
GUYANA,HSCode_31,2021,,
HONDURAS,HSCode_31,2021,0.01,1105.78
HUNGARY,HSCode_31,2021,0.0,
INDONESIA,HSCode_31,2021,2.15,99.77
IRAN,HSCode_31,2021,0.05,-83.4
IRAQ,HSCode_31,2021,0.01,-93.62
ISRAEL,HSCode_31,2021,0.15,-74.3
ITALY,HSCode_31,2021,0.32,17.35
JAPAN,HSCode_31,2021,0.32,87.9
JORDAN,HSCode_31,2021,0.27,140.1
KAZAKHSTAN,HSCode_31,2021,,
KENYA,HSCode_31,2021,1.84,-19.61
KOREA DP RP,HSCode_31,2021,0.02,
KOREA RP,HSCode_31,2021,0.83,248.15
KUWAIT,HSCode_31,2021,0.02,8335.79
LEBANON,HSCode_31,2021,0.1,613.94
LIBERIA,HSCode_31,2021,0.02,-46.41
LITHUANIA,HSCode_31,2021,0.24,294.04
MACEDONIA,HSCode_31,2021,,
MADAGASCAR,HSCode_31,2021,0.13,-22.03
MALAWI,HSCode_31,2021,0.95,942.85
MALAYSIA,HSCode_31,2021,5.81,122.66
MALDIVES,HSCode_31,2021,0.39,-22.24
MALTA,HSCode_31,2021,,
MAURITANIA,HSCode_31,2021,0.0,
MAURITIUS,HSCode_31,2021,0.04,66.04
MEXICO,HSCode_31,2021,0.1,77.19
MICRONESIA,HSCode_31,2021,0.0,
MOLDOVA,HSCode_31,2021,0.03,
MOROCCO,HSCode_31,2021,0.09,-87.43
MOZAMBIQUE,HSCode_31,2021,0.59,-96.4
MYANMAR,HSCode_31,2021,0.15,-85.0
NEPAL,HSCode_31,2021,36.46,18.4
NETHERLAND,HSCode_31,2021,0.32,-89.11
NEW ZEALAND,HSCode_31,2021,0.09,20.97
NIGER,HSCode_31,2021,,
NIGERIA,HSCode_31,2021,0.17,16.13
NORWAY,HSCode_31,2021,,
OMAN,HSCode_31,2021,0.56,44.16
PAKISTAN IR,HSCode_31,2021,0.0,-68.6
PANAMA REPUBLIC,HSCode_31,2021,0.0,-49.53
PAPUA N GNA,HSCode_31,2021,0.0,
PERU,HSCode_31,2021,0.12,-47.48
PHILIPPINES,HSCode_31,2021,0.53,50.02
POLAND,HSCode_31,2021,0.07,35224.5
PORTUGAL,HSCode_31,2021,0.0,
QATAR,HSCode_31,2021,0.34,368.76
REUNION,HSCode_31,2021,0.02,
ROMANIA,HSCode_31,2021,0.03,19475.48
RUSSIA,HSCode_31,2021,0.0,
RWANDA,HSCode_31,2021,0.02,486673.63
SAUDI ARAB,HSCode_31,2021,0.08,-64.96
SENEGAL,HSCode_31,2021,0.14,38858.83
SERBIA,HSCode_31,2021,0.84,159.54
SEYCHELLES,HSCode_31,2021,0.0,
SIERRA LEONE,HSCode_31,2021,0.0,-99.65
SINGAPORE,HSCode_31,2021,0.1,175.83
SLOVENIA,HSCode_31,2021,0.06,
SOMALIA,HSCode_31,2021,0.01,
SOUTH AFRICA,HSCode_31,2021,0.08,14.36
SPAIN,HSCode_31,2021,0.1,13.26
SRI LANKA DSR,HSCode_31,2021,6.64,26.28
SUDAN,HSCode_31,2021,0.03,137.32
SURINAME,HSCode_31,2021,,
SWAZILAND,HSCode_31,2021,,
SWITZERLAND,HSCode_31,2021,0.01,-63.97
SYRIA,HSCode_31,2021,,
TAIWAN,HSCode_31,2021,0.2,-7.41
TANZANIA REP,HSCode_31,2021,2.43,2495.62
THAILAND,HSCode_31,2021,0.58,-28.38
TOGO,HSCode_31,2021,0.01,118024.36
TRINIDAD,HSCode_31,2021,0.0,-75.6
TUNISIA,HSCode_31,2021,,
TURKEY,HSCode_31,2021,0.21,5.84
U ARAB EMTS,HSCode_31,2021,1.06,-90.7
U K,HSCode_31,2021,0.29,79.79
U S A,HSCode_31,2021,5.87,10.14
UGANDA,HSCode_31,2021,0.05,-62.03
UKRAINE,HSCode_31,2021,0.05,-20.75
UZBEKISTAN,HSCode_31,2021,0.02,2745.97
VIETNAM SOC REP,HSCode_31,2021,0.71,24.07
YEMEN REPUBLC,HSCode_31,2021,0.23,9.65
ZAMBIA,HSCode_31,2021,0.95,322.44
ZIMBABWE,HSCode_31,2021,0.01,-91.33
AFGHANISTAN,HSCode_31,2022,,
ALBANIA,HSCode_31,2022,0.0,-67.43
ANGOLA,HSCode_31,2022,0.11,1914877.25
ARGENTINA,HSCode_31,2022,0.03,269.68
AUSTRALIA,HSCode_31,2022,0.77,10.18
BAHARAIN IS,HSCode_31,2022,0.0,-78.92
BANGLADESH PR,HSCode_31,2022,1.72,-8.39
BARBADOS,HSCode_31,2022,0.0,-99.71
BELGIUM,HSCode_31,2022,0.0,-88.87
BENIN,HSCode_31,2022,0.03,-19.68
BHUTAN,HSCode_31,2022,0.1,-58.08
BOLIVIA,HSCode_31,2022,,
BOTSWANA,HSCode_31,2022,0.0,
BRAZIL,HSCode_31,2022,8.32,34164.81
BRUNEI,HSCode_31,2022,0.0,5691.08
BULGARIA,HSCode_31,2022,0.0,-86.07
BURUNDI,HSCode_31,2022,0.03,163.01
CAMBODIA,HSCode_31,2022,0.13,-57.06
CAMEROON,HSCode_31,2022,0.06,323583.49
CANADA,HSCode_31,2022,0.46,-33.06
CHAD,HSCode_31,2022,0.0,
CHILE,HSCode_31,2022,0.1,-33.99
CHINA P RP,HSCode_31,2022,2.43,-21.0
COLOMBIA,HSCode_31,2022,0.0,-3.01
CONGO D. REP.,HSCode_31,2022,0.0,-96.16
CONGO P REP,HSCode_31,2022,0.17,1308.28
COSTA RICA,HSCode_31,2022,0.28,
COTE D' IVOIRE,HSCode_31,2022,1.83,2185.87
CROATIA,HSCode_31,2022,0.0,-93.8
CYPRUS,HSCode_31,2022,0.01,-41.21
CZECH REPUBLIC,HSCode_31,2022,0.01,-81.54
DENMARK,HSCode_31,2022,0.0,-75.89
DJIBOUTI,HSCode_31,2022,0.61,-23.28
DOMINIC REP,HSCode_31,2022,0.08,
ECUADOR,HSCode_31,2022,0.04,77.73
EGYPT A RP,HSCode_31,2022,0.32,386.67
EQUTL GUINEA,HSCode_31,2022,0.0,-95.36
ERITREA,HSCode_31,2022,,
ETHIOPIA,HSCode_31,2022,0.26,-77.42
FIJI IS,HSCode_31,2022,0.0,
FINLAND,HSCode_31,2022,,
FRANCE,HSCode_31,2022,0.01,269252.7
GABON,HSCode_31,2022,0.05,15058.02
GAMBIA,HSCode_31,2022,0.03,290.31
GEORGIA,HSCode_31,2022,0.01,
GERMANY,HSCode_31,2022,0.17,-38.62
GHANA,HSCode_31,2022,0.12,-72.29
GREECE,HSCode_31,2022,0.04,97.56
