Country,HSCode,Year,Value(Imports),Growth
NAURU RP,HSCode_39,2019,,
NEPAL,HSCode_39,2019,232.17,2.51
NETHERLAND,HSCode_39,2019,78.0,0.46
NETHERLANDANTIL,HSCode_39,2019,0.11,-25.23
NEW CALEDONIA,HSCode_39,2019,0.2,74.45
NEW ZEALAND,HSCode_39,2019,8.26,-25.79
NICARAGUA,HSCode_39,2019,2.15,-43.46
NIGER,HSCode_39,2019,1.11,-4.34
NIGERIA,HSCode_39,2019,127.32,-7.15
NORWAY,HSCode_39,2019,3.41,-5.76
OMAN,HSCode_39,2019,30.81,-2.44
PAKISTAN IR,HSCode_39,2019,42.63,-67.51
PALAU,HSCode_39,2019,,
PANAMA REPUBLIC,HSCode_39,2019,6.17,-23.16
PAPUA N GNA,HSCode_39,2019,3.31,27.34
PARAGUAY,HSCode_39,2019,16.61,-37.13
PERU,HSCode_39,2019,26.17,-59.31
PHILIPPINES,HSCode_39,2019,20.73,-9.58
POLAND,HSCode_39,2019,49.85,-16.75
PORTUGAL,HSCode_39,2019,59.6,-3.2
PUERTO RICO,HSCode_39,2019,5.87,13.09
QATAR,HSCode_39,2019,49.58,-23.08
REUNION,HSCode_39,2019,0.41,-13.25
ROMANIA,HSCode_39,2019,7.63,-66.47
RUSSIA,HSCode_39,2019,41.11,16.01
RWANDA,HSCode_39,2019,3.63,-1.44
SAMOA,HSCode_39,2019,0.64,-32.81
SAN MARINO,HSCode_39,2019,0.03,-72.0
SAO TOME,HSCode_39,2019,0.12,-45.96
SAUDI ARAB,HSCode_39,2019,109.1,21.2
SENEGAL,HSCode_39,2019,18.16,-14.76
SERBIA,HSCode_39,2019,3.05,-28.56
SEYCHELLES,HSCode_39,2019,1.89,6.53
SIERRA LEONE,HSCode_39,2019,19.0,132.48
SINGAPORE,HSCode_39,2019,82.84,117.07
SLOVAK REP,HSCode_39,2019,2.83,-14.59
SLOVENIA,HSCode_39,2019,5.46,-34.42
SOLOMON IS,HSCode_39,2019,0.07,-19.67
SOMALIA,HSCode_39,2019,9.34,3.93
SOUTH AFRICA,HSCode_39,2019,109.62,-6.65
SOUTH SUDAN,HSCode_39,2019,0.77,482.81
SPAIN,HSCode_39,2019,99.65,-14.43
SRI LANKA DSR,HSCode_39,2019,92.56,-12.46
ST KITT N A,HSCode_39,2019,0.02,555.91
ST LUCIA,HSCode_39,2019,0.13,40.75
ST VINCENT,HSCode_39,2019,0.05,-46.04
STATE OF PALEST,HSCode_39,2019,0.0,955.31
SUDAN,HSCode_39,2019,48.44,85.01
SURINAME,HSCode_39,2019,1.31,23.75
SWAZILAND,HSCode_39,2019,0.07,-15.08
SWEDEN,HSCode_39,2019,16.35,21.78
SWITZERLAND,HSCode_39,2019,2.88,39.72
SYRIA,HSCode_39,2019,1.94,-25.59
TAIWAN,HSCode_39,2019,10.31,-18.5
TAJIKISTAN,HSCode_39,2019,0.06,219.44
TANZANIA REP,HSCode_39,2019,56.44,-23.33
THAILAND,HSCode_39,2019,61.06,-0.01
TIMOR LESTE,HSCode_39,2019,0.14,81.91
TOGO,HSCode_39,2019,15.56,28.53
TONGA,HSCode_39,2019,0.04,2259.14
TRINIDAD,HSCode_39,2019,10.74,22.74
TUNISIA,HSCode_39,2019,10.47,1.74
TURKEY,HSCode_39,2019,200.09,-24.13
TURKMENISTAN,HSCode_39,2019,0.17,21.98
U ARAB EMTS,HSCode_39,2019,355.36,-10.67
U K,HSCode_39,2019,201.66,-3.49
U S A,HSCode_39,2019,876.94,5.48
UGANDA,HSCode_39,2019,21.89,-26.23
UKRAINE,HSCode_39,2019,22.51,74.37
UNSPECIFIED,HSCode_39,2019,0.2,795.24
URUGUAY,HSCode_39,2019,16.87,-67.79
US MINOR OUTLYING ISLANDS,HSCode_39,2019,0.0,
UZBEKISTAN,HSCode_39,2019,1.61,-70.0
VANUATU REP,HSCode_39,2019,0.06,71.09
VATICAN CITY,HSCode_39,2019,,
VENEZUELA,HSCode_39,2019,0.54,-0.56
VIETNAM SOC REP,HSCode_39,2019,138.81,-24.02
VIRGIN IS US,HSCode_39,2019,0.0,-92.84
YEMEN REPUBLC,HSCode_39,2019,18.55,7.1
ZAMBIA,HSCode_39,2019,17.11,20.72
ZIMBABWE,HSCode_39,2019,7.88,-57.22
AFGHANISTAN,HSCode_39,2018,2.35,NA
ALBANIA,HSCode_39,2018,0.81,NA
ALGERIA,HSCode_39,2018,52.58,NA
ANDORRA,HSCode_39,2018,0.01,NA
ANGOLA,HSCode_39,2018,27.72,NA
ANGUILLA,HSCode_39,2018,0.0,NA
ANTIGUA,HSCode_39,2018,0.21,NA
ARGENTINA,HSCode_39,2018,19.94,NA
ARMENIA,HSCode_39,2018,0.07,NA
ARUBA,HSCode_39,2018,0.25,NA
AUSTRALIA,HSCode_39,2018,63.9,NA
AUSTRIA,HSCode_39,2018,4.14,NA
AZERBAIJAN,HSCode_39,2018,0.47,NA
BAHAMAS,HSCode_39,2018,0.01,NA
BAHARAIN IS,HSCode_39,2018,51.61,NA
BANGLADESH PR,HSCode_39,2018,288.46,NA
BARBADOS,HSCode_39,2018,0.43,NA
BELARUS,HSCode_39,2018,0.6,NA
BELGIUM,HSCode_39,2018,106.24,NA
BELIZE,HSCode_39,2018,0.06,NA
BENIN,HSCode_39,2018,5.18,NA
BERMUDA,HSCode_39,2018,0.0,NA
BHUTAN,HSCode_39,2018,18.54,NA
BOLIVIA,HSCode_39,2018,0.69,NA
BOSNIA-HRZGOVIN,HSCode_39,2018,0.05,NA
BOTSWANA,HSCode_39,2018,1.28,NA
BRAZIL,HSCode_39,2018,61.03,NA
BRUNEI,HSCode_39,2018,2.05,NA
BULGARIA,HSCode_39,2018,11.24,NA
BURKINA FASO,HSCode_39,2018,9.88,NA
BURUNDI,HSCode_39,2018,1.3,NA
C AFRI REP,HSCode_39,2018,0.15,NA
CAMBODIA,HSCode_39,2018,0.73,NA
CAMEROON,HSCode_39,2018,12.27,NA
CANADA,HSCode_39,2018,95.62,NA
CAPE VERDE IS,HSCode_39,2018,0.14,NA
CAYMAN IS,HSCode_39,2018,0.01,NA
CHAD,HSCode_39,2018,0.12,NA
CHILE,HSCode_39,2018,29.8,NA
CHINA P RP,HSCode_39,2018,1104.53,NA
COLOMBIA,HSCode_39,2018,52.29,NA
COMOROS,HSCode_39,2018,0.21,NA
CONGO D. REP.,HSCode_39,2018,19.31,NA
CONGO P REP,HSCode_39,2018,8.93,NA
COSTA RICA,HSCode_39,2018,5.39,NA
COTE D' IVOIRE,HSCode_39,2018,12.85,NA
CROATIA,HSCode_39,2018,5.54,NA
CUBA,HSCode_39,2018,2.05,NA
CYPRUS,HSCode_39,2018,1.61,NA
CZECH REPUBLIC,HSCode_39,2018,4.11,NA
DENMARK,HSCode_39,2018,9.43,NA
DJIBOUTI,HSCode_39,2018,24.8,NA
DOMINIC REP,HSCode_39,2018,24.0,NA
DOMINICA,HSCode_39,2018,0.0,NA
ECUADOR,HSCode_39,2018,31.4,NA
EGYPT A RP,HSCode_39,2018,143.21,NA
EL SALVADOR,HSCode_39,2018,3.3,NA
EQUTL GUINEA,HSCode_39,2018,1.09,NA
ERITREA,HSCode_39,2018,0.4,NA
ESTONIA,HSCode_39,2018,1.53,NA
ETHIOPIA,HSCode_39,2018,34.72,NA
FAROE IS.,HSCode_39,2018,,NA
FIJI IS,HSCode_39,2018,2.46,NA
FINLAND,HSCode_39,2018,7.94,NA
FR GUIANA,HSCode_39,2018,0.0,NA
FR POLYNESIA,HSCode_39,2018,0.02,NA
FRANCE,HSCode_39,2018,55.91,NA
GABON,HSCode_39,2018,2.16,NA
GAMBIA,HSCode_39,2018,8.25,NA
GEORGIA,HSCode_39,2018,5.43,NA
GERMANY,HSCode_39,2018,244.33,NA
GHANA,HSCode_39,2018,52.12,NA
GIBRALTAR,HSCode_39,2018,0.02,NA
GREECE,HSCode_39,2018,26.16,NA
GRENADA,HSCode_39,2018,0.06,NA
GUADELOUPE,HSCode_39,2018,0.06,NA
GUAM,HSCode_39,2018,,NA
GUATEMALA,HSCode_39,2018,10.87,NA
GUINEA,HSCode_39,2018,6.33,NA
GUINEA BISSAU,HSCode_39,2018,0.08,NA
GUYANA,HSCode_39,2018,0.74,NA
HAITI,HSCode_39,2018,10.79,NA
HONDURAS,HSCode_39,2018,5.05,NA
HONG KONG,HSCode_39,2018,15.53,NA
HUNGARY,HSCode_39,2018,2.91,NA
ICELAND,HSCode_39,2018,0.07,NA
INDONESIA,HSCode_39,2018,159.28,NA
IRAN,HSCode_39,2018,43.35,NA
IRAQ,HSCode_39,2018,12.51,NA
IRELAND,HSCode_39,2018,14.74,NA
ISRAEL,HSCode_39,2018,114.96,NA
ITALY,HSCode_39,2018,363.6,NA
JAMAICA,HSCode_39,2018,0.74,NA
JAPAN,HSCode_39,2018,140.46,NA
JORDAN,HSCode_39,2018,9.2,NA
KAZAKHSTAN,HSCode_39,2018,1.49,NA
KENYA,HSCode_39,2018,113.19,NA
KIRIBATI REP,HSCode_39,2018,0.01,NA
KOREA DP RP,HSCode_39,2018,0.2,NA
KOREA RP,HSCode_39,2018,43.45,NA
KUWAIT,HSCode_39,2018,26.37,NA
KYRGHYZSTAN,HSCode_39,2018,0.0,NA
LAO PD RP,HSCode_39,2018,0.04,NA
LATVIA,HSCode_39,2018,6.39,NA
LEBANON,HSCode_39,2018,12.2,NA
LESOTHO,HSCode_39,2018,0.01,NA
LIBERIA,HSCode_39,2018,3.13,NA
LIBYA,HSCode_39,2018,2.21,NA
LITHUANIA,HSCode_39,2018,3.86,NA
LUXEMBOURG,HSCode_39,2018,0.41,NA
MACAO,HSCode_39,2018,0.0,NA
MACEDONIA,HSCode_39,2018,0.03,NA
MADAGASCAR,HSCode_39,2018,7.36,NA
MALAWI,HSCode_39,2018,6.07,NA
MALAYSIA,HSCode_39,2018,59.74,NA
MALDIVES,HSCode_39,2018,15.19,NA
MALI,HSCode_39,2018,7.27,NA
MALTA,HSCode_39,2018,0.56,NA
MARSHALL ISLAND,HSCode_39,2018,0.0,NA
MARTINIQUE,HSCode_39,2018,0.03,NA
MAURITANIA,HSCode_39,2018,2.57,NA
MAURITIUS,HSCode_39,2018,27.23,NA
MAYOTTE,HSCode_39,2018,0.02,NA
MEXICO,HSCode_39,2018,116.18,NA
MICRONESIA,HSCode_39,2018,0.02,NA
MOLDOVA,HSCode_39,2018,0.01,NA
MONACO,HSCode_39,2018,0.0,NA
MONGOLIA,HSCode_39,2018,0.01,NA
MONTENEGRO,HSCode_39,2018,7.41,NA
MONTSERRAT,HSCode_39,2018,0.0,NA
MOROCCO,HSCode_39,2018,32.22,NA
MOZAMBIQUE,HSCode_39,2018,39.77,NA
MYANMAR,HSCode_39,2018,16.01,NA
NAMIBIA,HSCode_39,2018,0.65,NA
NAURU RP,HSCode_39,2018,0.0,NA
NEPAL,HSCode_39,2018,226.49,NA
NETHERLAND,HSCode_39,2018,77.64,NA
NETHERLANDANTIL,HSCode_39,2018,0.14,NA
NEW CALEDONIA,HSCode_39,2018,0.12,NA
NEW ZEALAND,HSCode_39,2018,11.13,NA
NICARAGUA,HSCode_39,2018,3.8,NA
NIGER,HSCode_39,2018,1.16,NA
NIGERIA,HSCode_39,2018,137.13,NA
NORWAY,HSCode_39,2018,3.62,NA
OMAN,HSCode_39,2018,31.58,NA
PAKISTAN IR,HSCode_39,2018,131.19,NA
PALAU,HSCode_39,2018,0.0,NA
PANAMA REPUBLIC,HSCode_39,2018,8.02,NA
PAPUA N GNA,HSCode_39,2018,2.6,NA
PARAGUAY,HSCode_39,2018,26.42,NA
PERU,HSCode_39,2018,64.33,NA
PHILIPPINES,HSCode_39,2018,22.93,NA
POLAND,HSCode_39,2018,59.88,NA
PORTUGAL,HSCode_39,2018,61.57,NA
PUERTO RICO,HSCode_39,2018,5.19,NA
QATAR,HSCode_39,2018,64.45,NA
REUNION,HSCode_39,2018,0.48,NA
ROMANIA,HSCode_39,2018,22.74,NA
RUSSIA,HSCode_39,2018,35.44,NA
RWANDA,HSCode_39,2018,3.68,NA
SAMOA,HSCode_39,2018,0.95,NA
SAN MARINO,HSCode_39,2018,0.12,NA
SAO TOME,HSCode_39,2018,0.22,NA
SAUDI ARAB,HSCode_39,2018,90.01,NA
SENEGAL,HSCode_39,2018,21.31,NA
SERBIA,HSCode_39,2018,4.27,NA
SEYCHELLES,HSCode_39,2018,1.77,NA
SIERRA LEONE,HSCode_39,2018,8.17,NA
SINGAPORE,HSCode_39,2018,38.16,NA
SLOVAK REP,HSCode_39,2018,3.32,NA
SLOVENIA,HSCode_39,2018,8.33,NA
SOLOMON IS,HSCode_39,2018,0.09,NA
SOMALIA,HSCode_39,2018,8.99,NA
SOUTH AFRICA,HSCode_39,2018,117.42,NA
SOUTH SUDAN,HSCode_39,2018,0.13,NA
SPAIN,HSCode_39,2018,116.46,NA
SRI LANKA DSR,HSCode_39,2018,105.74,NA
ST KITT N A,HSCode_39,2018,0.0,NA
ST LUCIA,HSCode_39,2018,0.09,NA
ST VINCENT,HSCode_39,2018,0.08,NA
STATE OF PALEST,HSCode_39,2018,0.0,NA
SUDAN,HSCode_39,2018,26.18,NA
SURINAME,HSCode_39,2018,1.06,NA
SWAZILAND,HSCode_39,2018,0.09,NA
SWEDEN,HSCode_39,2018,13.42,NA
SWITZERLAND,HSCode_39,2018,2.06,NA
SYRIA,HSCode_39,2018,2.6,NA
TAIWAN,HSCode_39,2018,12.65,NA
TAJIKISTAN,HSCode_39,2018,0.02,NA
TANZANIA REP,HSCode_39,2018,73.62,NA
THAILAND,HSCode_39,2018,61.06,NA
TIMOR LESTE,HSCode_39,2018,0.08,NA
TOGO,HSCode_39,2018,12.11,NA
TONGA,HSCode_39,2018,0.0,NA
TRINIDAD,HSCode_39,2018,8.75,NA
TUNISIA,HSCode_39,2018,10.29,NA
TURKEY,HSCode_39,2018,263.73,NA
TURKMENISTAN,HSCode_39,2018,0.14,NA
U ARAB EMTS,HSCode_39,2018,397.82,NA
U K,HSCode_39,2018,208.94,NA
U S A,HSCode_39,2018,831.35,NA
UGANDA,HSCode_39,2018,29.68,NA
UKRAINE,HSCode_39,2018,12.91,NA
UNSPECIFIED,HSCode_39,2018,0.02,NA
URUGUAY,HSCode_39,2018,52.38,NA
US MINOR OUTLYING ISLANDS,HSCode_39,2018,,NA
UZBEKISTAN,HSCode_39,2018,5.37,NA
VANUATU REP,HSCode_39,2018,0.04,NA
VATICAN CITY,HSCode_39,2018,0.0,NA
VENEZUELA,HSCode_39,2018,0.54,NA
VIETNAM SOC REP,HSCode_39,2018,182.7,NA
VIRGIN IS US,HSCode_39,2018,0.0,NA
YEMEN REPUBLC,HSCode_39,2018,17.32,NA
ZAMBIA,HSCode_39,2018,14.17,NA
ZIMBABWE,HSCode_39,2018,18.41,NA
AFGHANISTAN,HSCode_39,2020,4.39,-59.63
ALBANIA,HSCode_39,2020,0.72,-17.7
ALGERIA,HSCode_39,2020,27.13,30.07
ANDORRA,HSCode_39,2020,0.0,-73.17
ANGOLA,HSCode_39,2020,21.79,-28.54
ANGUILLA,HSCode_39,2020,,
ANTIGUA,HSCode_39,2020,0.0,151.8
ARGENTINA,HSCode_39,2020,16.22,24.85
ARMENIA,HSCode_39,2020,0.2,812.82
ARUBA,HSCode_39,2020,0.18,-20.12
AUSTRALIA,HSCode_39,2020,62.53,20.54
AUSTRIA,HSCode_39,2020,4.45,9.28
AZERBAIJAN,HSCode_39,2020,0.37,-63.42
BAHAMAS,HSCode_39,2020,0.22,560.55
BAHARAIN IS,HSCode_39,2020,53.35,10.9
BANGLADESH PR,HSCode_39,2020,238.71,-4.07
BARBADOS,HSCode_39,2020,0.35,-15.55
BELARUS,HSCode_39,2020,1.13,90.25
BELGIUM,HSCode_39,2020,86.94,22.11
BELIZE,HSCode_39,2020,0.05,113.92
BENIN,HSCode_39,2020,1.7,-66.48
BERMUDA,HSCode_39,2020,0.0,825.01
BHUTAN,HSCode_39,2020,23.07,7.78
BOLIVIA,HSCode_39,2020,0.55,-12.28
BOSNIA-HRZGOVIN,HSCode_39,2020,0.07,130.5
BOTSWANA,HSCode_39,2020,1.04,-25.89
BR VIRGN IS,HSCode_39,2020,0.0,
BRAZIL,HSCode_39,2020,77.96,24.78
BRUNEI,HSCode_39,2020,0.22,-43.05
BULGARIA,HSCode_39,2020,8.4,-27.39
BURKINA FASO,HSCode_39,2020,3.35,26.96
BURUNDI,HSCode_39,2020,0.78,-23.77
C AFRI REP,HSCode_39,2020,0.1,-78.68
CAMBODIA,HSCode_39,2020,0.3,-64.23
CAMEROON,HSCode_39,2020,15.0,16.24
CANADA,HSCode_39,2020,109.08,3.29
CAPE VERDE IS,HSCode_39,2020,0.19,-29.9
CAYMAN IS,HSCode_39,2020,0.01,-36.3
CHAD,HSCode_39,2020,0.58,319.37
CHILE,HSCode_39,2020,27.81,16.6
CHINA P RP,HSCode_39,2020,949.21,12.59
COLOMBIA,HSCode_39,2020,30.61,-1.71
COMOROS,HSCode_39,2020,0.46,37.14
CONGO D. REP.,HSCode_39,2020,16.58,-9.62
CONGO P REP,HSCode_39,2020,9.23,28.65
COSTA RICA,HSCode_39,2020,3.98,-9.02
COTE D' IVOIRE,HSCode_39,2020,18.6,45.53
CROATIA,HSCode_39,2020,2.12,-23.62
CUBA,HSCode_39,2020,2.15,-29.01
CYPRUS,HSCode_39,2020,1.23,-38.27
CZECH REPUBLIC,HSCode_39,2020,7.69,57.62
DENMARK,HSCode_39,2020,8.92,1.34
DJIBOUTI,HSCode_39,2020,10.9,-37.18
DOMINIC REP,HSCode_39,2020,16.93,22.98
DOMINICA,HSCode_39,2020,0.15,7.74
ECUADOR,HSCode_39,2020,28.1,-31.81
EGYPT A RP,HSCode_39,2020,75.71,-11.23
EL SALVADOR,HSCode_39,2020,2.0,10.17
EQUTL GUINEA,HSCode_39,2020,0.68,-47.8
ERITREA,HSCode_39,2020,0.17,-18.37
ESTONIA,HSCode_39,2020,0.98,18.17
ETHIOPIA,HSCode_39,2020,35.39,1.48
FAROE IS.,HSCode_39,2020,,
FIJI IS,HSCode_39,2020,2.49,24.3
FINLAND,HSCode_39,2020,8.13,-2.61
FR GUIANA,HSCode_39,2020,0.0,-92.36
FR POLYNESIA,HSCode_39,2020,0.12,151.29
FRANCE,HSCode_39,2020,46.44,2.45
GABON,HSCode_39,2020,4.91,40.43
GAMBIA,HSCode_39,2020,4.34,-47.36
GEORGIA,HSCode_39,2020,5.02,-28.91
GERMANY,HSCode_39,2020,186.82,-6.68
GHANA,HSCode_39,2020,74.92,40.78
GIBRALTAR,HSCode_39,2020,,
GREECE,HSCode_39,2020,30.47,12.18
GRENADA,HSCode_39,2020,0.0,-99.16
GUADELOUPE,HSCode_39,2020,0.1,20.96
GUAM,HSCode_39,2020,,
GUATEMALA,HSCode_39,2020,11.2,29.08
GUINEA,HSCode_39,2020,10.87,20.48
GUINEA BISSAU,HSCode_39,2020,0.15,64.75
GUYANA,HSCode_39,2020,1.13,47.47
HAITI,HSCode_39,2020,15.25,36.37
HONDURAS,HSCode_39,2020,10.94,195.57
HONG KONG,HSCode_39,2020,15.35,-41.32
HUNGARY,HSCode_39,2020,11.39,286.32
ICELAND,HSCode_39,2020,0.06,71.51
INDONESIA,HSCode_39,2020,64.06,-26.58
IRAN,HSCode_39,2020,18.48,-70.38
IRAQ,HSCode_39,2020,29.86,6.1
IRELAND,HSCode_39,2020,14.79,16.6
ISRAEL,HSCode_39,2020,91.7,-4.56
ITALY,HSCode_39,2020,172.16,-24.8
JAMAICA,HSCode_39,2020,1.17,26.06
JAPAN,HSCode_39,2020,64.73,-35.92
JORDAN,HSCode_39,2020,11.35,1.72
KAZAKHSTAN,HSCode_39,2020,1.02,-12.25
KENYA,HSCode_39,2020,99.19,-6.93
KIRIBATI REP,HSCode_39,2020,0.0,-67.5
KOREA DP RP,HSCode_39,2020,0.18,738.6
KOREA RP,HSCode_39,2020,45.02,3.26
KUWAIT,HSCode_39,2020,19.95,-31.88
KYRGHYZSTAN,HSCode_39,2020,0.03,157.97
LAO PD RP,HSCode_39,2020,0.02,-29.73
LATVIA,HSCode_39,2020,3.79,-22.97
LEBANON,HSCode_39,2020,9.96,12.73
LESOTHO,HSCode_39,2020,0.1,-14.11
LIBERIA,HSCode_39,2020,4.92,40.73
LIBYA,HSCode_39,2020,4.81,-20.68
LITHUANIA,HSCode_39,2020,5.16,40.17
LUXEMBOURG,HSCode_39,2020,0.8,11.08
MACAO,HSCode_39,2020,0.0,
MACEDONIA,HSCode_39,2020,0.22,192.89
MADAGASCAR,HSCode_39,2020,6.46,15.66
MALAWI,HSCode_39,2020,5.46,-7.02
MALAYSIA,HSCode_39,2020,41.66,-20.99
MALDIVES,HSCode_39,2020,12.5,-13.38
MALI,HSCode_39,2020,11.48,42.14
